,concept:name,lifecycle:transition,org:resource,time:timestamp,RESOURCE,ROUND,EVENTID,ACTIVITY,STAGE,VIDEOSTART,VIDEOEND,case:concept:name,case:variant,case:variant-index,case:creator
1020,Compression identification,start,R_32_1H,2018-10-16 23:13:00+11:00,R_32_1H,Pre,1539734286330,Compression identification,Locate Structures,810,810,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1021,Compression identification,complete,R_32_1H,2018-10-16 23:13:00+11:00,R_32_1H,Pre,1539734286330,Compression identification,Locate Structures,810,810,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1022,Prepare implements,start,R_32_1H,2018-10-16 23:14:00+11:00,R_32_1H,Pre,1539734316682,Prepare implements,Operator and Patient Preparation,841,920,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1023,Prepare implements,complete,R_32_1H,2018-10-16 23:15:00+11:00,R_32_1H,Pre,1539734316682,Prepare implements,Operator and Patient Preparation,841,920,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1024,Position probe,start,R_32_1H,2018-10-17 00:15:00+11:00,R_32_1H,Pre,1539734404002,Position probe,Ultrasound Preparation,928,928,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1025,Position probe,complete,R_32_1H,2018-10-17 00:15:00+11:00,R_32_1H,Pre,1539734404002,Position probe,Ultrasound Preparation,928,928,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1026,Anesthetize,start,R_32_1H,2018-10-17 00:15:00+11:00,R_32_1H,Pre,1539734420973,Anesthetize,Venous puncture,945,950,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1027,Anesthetize,complete,R_32_1H,2018-10-17 00:15:00+11:00,R_32_1H,Pre,1539734420973,Anesthetize,Venous puncture,945,950,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1028,Puncture,start,R_32_1H,2018-10-17 00:16:00+11:00,R_32_1H,Pre,1539734444098,Puncture,Venous puncture,968,1015,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1029,Puncture,complete,R_32_1H,2018-10-17 00:16:00+11:00,R_32_1H,Pre,1539734444098,Puncture,Venous puncture,968,1015,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1030,Blood return,start,R_32_1H,2018-10-17 00:16:00+11:00,R_32_1H,Pre,1539734492276,Blood return,Venous puncture,1016,1016,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1031,Blood return,complete,R_32_1H,2018-10-17 00:16:00+11:00,R_32_1H,Pre,1539734492276,Blood return,Venous puncture,1016,1016,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1032,Drop probe,start,R_32_1H,2018-10-17 00:16:00+11:00,R_32_1H,Pre,1539734493839,Drop probe,Install Guidewire,1018,1018,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1033,Drop probe,complete,R_32_1H,2018-10-17 00:16:00+11:00,R_32_1H,Pre,1539734493839,Drop probe,Install Guidewire,1018,1018,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1034,Remove syringe,start,R_32_1H,2018-10-17 00:17:00+11:00,R_32_1H,Pre,1539734498259,Remove syringe,Install Guidewire,1022,1040,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1035,Remove syringe,complete,R_32_1H,2018-10-17 00:17:00+11:00,R_32_1H,Pre,1539734498259,Remove syringe,Install Guidewire,1022,1040,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1036,Check wire in short axis,start,R_32_1H,2018-10-17 00:17:00+11:00,R_32_1H,Pre,1539734522732,Check wire in short axis,Install Guidewire,1047,1056,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1037,Check wire in short axis,complete,R_32_1H,2018-10-17 00:17:00+11:00,R_32_1H,Pre,1539734522732,Check wire in short axis,Install Guidewire,1047,1056,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1038,Check wire in long axis,start,R_32_1H,2018-10-17 00:17:00+11:00,R_32_1H,Pre,1539734533627,Check wire in long axis,Install Guidewire,1058,1063,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1039,Check wire in long axis,complete,R_32_1H,2018-10-17 00:17:00+11:00,R_32_1H,Pre,1539734533627,Check wire in long axis,Install Guidewire,1058,1063,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1040,Guidewire install,start,R_32_1H,2018-10-17 00:17:00+11:00,R_32_1H,Pre,1539734551077,Guidewire install,Install Guidewire,1075,1134,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1041,Guidewire install,complete,R_32_1H,2018-10-17 00:18:00+11:00,R_32_1H,Pre,1539734551077,Guidewire install,Install Guidewire,1075,1134,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1042,Blood return,start,R_32_1H,2018-10-17 00:18:00+11:00,R_32_1H,Pre,1539734614151,Blood return,Venous puncture,1138,1163,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1043,Blood return,complete,R_32_1H,2018-10-17 00:19:00+11:00,R_32_1H,Pre,1539734614151,Blood return,Venous puncture,1138,1163,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1044,Guidewire install,start,R_32_1H,2018-10-17 00:19:00+11:00,R_32_1H,Pre,1539734641826,Guidewire install,Install Guidewire,1166,1194,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1045,Guidewire install,complete,R_32_1H,2018-10-17 00:19:00+11:00,R_32_1H,Pre,1539734641826,Guidewire install,Install Guidewire,1166,1194,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1046,Check wire in short axis,start,R_32_1H,2018-10-17 00:19:00+11:00,R_32_1H,Pre,1539734664191,Check wire in short axis,Install Guidewire,1188,1188,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1047,Check wire in short axis,complete,R_32_1H,2018-10-17 00:19:00+11:00,R_32_1H,Pre,1539734664191,Check wire in short axis,Install Guidewire,1188,1188,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1048,Remove trocar,start,R_32_1H,2018-10-17 00:19:00+11:00,R_32_1H,Pre,1539734674181,Remove trocar,Install Guidewire,1198,1202,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1049,Remove trocar,complete,R_32_1H,2018-10-17 00:20:00+11:00,R_32_1H,Pre,1539734674181,Remove trocar,Install Guidewire,1198,1202,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1050,Check wire in short axis,start,R_32_1H,2018-10-17 00:20:00+11:00,R_32_1H,Pre,1539734681937,Check wire in short axis,Install Guidewire,1206,1216,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1051,Check wire in short axis,complete,R_32_1H,2018-10-17 00:20:00+11:00,R_32_1H,Pre,1539734681937,Check wire in short axis,Install Guidewire,1206,1216,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1052,Check wire in long axis,start,R_32_1H,2018-10-17 00:20:00+11:00,R_32_1H,Pre,1539734693081,Check wire in long axis,Install Guidewire,1217,1240,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1053,Check wire in long axis,complete,R_32_1H,2018-10-17 00:20:00+11:00,R_32_1H,Pre,1539734693081,Check wire in long axis,Install Guidewire,1217,1240,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1054,Widen pathway,start,R_32_1H,2018-10-17 00:20:00+11:00,R_32_1H,Pre,1539734833396,Widen pathway,Install Catheter,1247,1253,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1055,Widen pathway,complete,R_32_1H,2018-10-17 00:20:00+11:00,R_32_1H,Pre,1539734833396,Widen pathway,Install Catheter,1247,1253,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1056,Advance catheter,start,R_32_1H,2018-10-17 00:20:00+11:00,R_32_1H,Pre,1539734838540,Advance catheter,Install Catheter,1255,1346,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1057,Advance catheter,complete,R_32_1H,2018-10-17 00:22:00+11:00,R_32_1H,Pre,1539734838540,Advance catheter,Install Catheter,1255,1346,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1058,Remove guidewire,start,R_32_1H,2018-10-17 00:22:00+11:00,R_32_1H,Pre,1539734902930,Remove guidewire,Install Catheter,1351,1377,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1059,Remove guidewire,complete,R_32_1H,2018-10-17 00:22:00+11:00,R_32_1H,Pre,1539734902930,Remove guidewire,Install Catheter,1351,1377,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1060,Check flow and reflow,start,R_32_1H,2018-10-17 00:23:00+11:00,R_32_1H,Pre,1539734922686,Check flow and reflow,Install Catheter,1381,1394,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1061,Check flow and reflow,complete,R_32_1H,2018-10-17 00:23:00+11:00,R_32_1H,Pre,1539734922686,Check flow and reflow,Install Catheter,1381,1394,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1062,Check catheter position,start,R_32_1H,2018-10-17 00:23:00+11:00,R_32_1H,Pre,1539734932605,Check catheter position,Install Catheter,1396,1396,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1063,Check catheter position,complete,R_32_1H,2018-10-17 00:23:00+11:00,R_32_1H,Pre,1539734932605,Check catheter position,Install Catheter,1396,1396,1539734942389-video_3.2_CVC,Variant 15,15,Fluxicon Disco
1064,Prepare implements,start,R_33_1L,2018-10-17 00:00:00+11:00,R_33_1L,Pre,1539736432082,Prepare implements,Operator and Patient Preparation,38,68,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1065,Prepare implements,complete,R_33_1L,2018-10-17 00:01:00+11:00,R_33_1L,Pre,1539736432082,Prepare implements,Operator and Patient Preparation,38,68,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1066,Position patient,start,R_33_1L,2018-10-17 00:01:00+11:00,R_33_1L,Pre,1539736458816,Position patient,Locate Structures,65,68,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1067,Position patient,complete,R_33_1L,2018-10-17 00:01:00+11:00,R_33_1L,Pre,1539736458816,Position patient,Locate Structures,65,68,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1068,Hand washing,start,R_33_1L,2018-10-17 00:01:00+11:00,R_33_1L,Pre,1539736533071,Hand washing,Operator and Patient Preparation,104,131,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1069,Hand washing,complete,R_33_1L,2018-10-17 00:02:00+11:00,R_33_1L,Pre,1539736533071,Hand washing,Operator and Patient Preparation,104,131,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1070,Prepare implements,start,R_33_1L,2018-10-17 00:02:00+11:00,R_33_1L,Pre,1539736564029,Prepare implements,Operator and Patient Preparation,135,140,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1071,Prepare implements,complete,R_33_1L,2018-10-17 00:02:00+11:00,R_33_1L,Pre,1539736564029,Prepare implements,Operator and Patient Preparation,135,140,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1072,Get in sterile clothes,start,R_33_1L,2018-10-17 00:02:00+11:00,R_33_1L,Pre,1539736570275,Get in sterile clothes,Operator and Patient Preparation,141,273,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1073,Get in sterile clothes,complete,R_33_1L,2018-10-17 00:04:00+11:00,R_33_1L,Pre,1539736570275,Get in sterile clothes,Operator and Patient Preparation,141,273,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1074,Clean puncture area,start,R_33_1L,2018-10-17 00:04:00+11:00,R_33_1L,Pre,1539736661814,Clean puncture area,Operator and Patient Preparation,284,325,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1075,Clean puncture area,complete,R_33_1L,2018-10-17 00:05:00+11:00,R_33_1L,Pre,1539736661814,Clean puncture area,Operator and Patient Preparation,284,325,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1076,Prepare implements,start,R_33_1L,2018-10-17 00:05:00+11:00,R_33_1L,Pre,1539736695753,Prepare implements,Operator and Patient Preparation,330,411,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1077,Prepare implements,complete,R_33_1L,2018-10-17 00:06:00+11:00,R_33_1L,Pre,1539736695753,Prepare implements,Operator and Patient Preparation,330,411,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1078,Drap puncture area,start,R_33_1L,2018-10-17 00:06:00+11:00,R_33_1L,Pre,1539736751431,Drap puncture area,Operator and Patient Preparation,413,442,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1079,Drap puncture area,complete,R_33_1L,2018-10-17 00:07:00+11:00,R_33_1L,Pre,1539736751431,Drap puncture area,Operator and Patient Preparation,413,442,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1080,Prepare implements,start,R_33_1L,2018-10-17 00:07:00+11:00,R_33_1L,Pre,1539736776086,Prepare implements,Operator and Patient Preparation,450,544,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1081,Prepare implements,complete,R_33_1L,2018-10-17 00:09:00+11:00,R_33_1L,Pre,1539736776086,Prepare implements,Operator and Patient Preparation,450,544,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1082,Anesthetize,start,R_33_1L,2018-10-17 00:09:00+11:00,R_33_1L,Pre,1539736843392,Anesthetize,Venous puncture,551,563,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1083,Anesthetize,complete,R_33_1L,2018-10-17 00:09:00+11:00,R_33_1L,Pre,1539736843392,Anesthetize,Venous puncture,551,563,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1084,Cover probe,start,R_33_1L,2018-10-17 00:09:00+11:00,R_33_1L,Pre,1539736871531,Cover probe,Ultrasound Preparation,594,712,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1085,Gel in probe,start,R_33_1L,2018-10-17 00:10:00+11:00,R_33_1L,Pre,1539736895699,Gel in probe,Ultrasound Preparation,630,634,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1086,Gel in probe,complete,R_33_1L,2018-10-17 00:10:00+11:00,R_33_1L,Pre,1539736895699,Gel in probe,Ultrasound Preparation,630,634,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1087,Cover probe,complete,R_33_1L,2018-10-17 00:11:00+11:00,R_33_1L,Pre,1539736871531,Cover probe,Ultrasound Preparation,594,712,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1088,Put sterile gel,start,R_33_1L,2018-10-17 00:12:00+11:00,R_33_1L,Pre,1539736968556,Put sterile gel,Ultrasound Preparation,739,745,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1089,Put sterile gel,complete,R_33_1L,2018-10-17 00:12:00+11:00,R_33_1L,Pre,1539736968556,Put sterile gel,Ultrasound Preparation,739,745,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1090,Anatomic identification,start,R_33_1L,2018-10-17 00:13:00+11:00,R_33_1L,Pre,1539737008292,Anatomic identification,Locate Structures,799,814,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1091,Anatomic identification,complete,R_33_1L,2018-10-17 00:13:00+11:00,R_33_1L,Pre,1539737008292,Anatomic identification,Locate Structures,799,814,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1092,Ultrasound configuration,start,R_33_1L,2018-10-17 00:15:00+11:00,R_33_1L,Pre,1539737080909,Ultrasound configuration,Ultrasound Preparation,907,960,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1093,Compression identification,start,R_33_1L,2018-10-17 00:15:00+11:00,R_33_1L,Pre,1539737113710,Compression identification,Locate Structures,957,957,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1094,Compression identification,complete,R_33_1L,2018-10-17 00:15:00+11:00,R_33_1L,Pre,1539737113710,Compression identification,Locate Structures,957,957,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1095,Ultrasound configuration,complete,R_33_1L,2018-10-17 00:16:00+11:00,R_33_1L,Pre,1539737080909,Ultrasound configuration,Ultrasound Preparation,907,960,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1096,Put sterile gel,start,R_33_1L,2018-10-17 00:16:00+11:00,R_33_1L,Pre,1539737131112,Put sterile gel,Ultrasound Preparation,983,986,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1097,Put sterile gel,complete,R_33_1L,2018-10-17 00:16:00+11:00,R_33_1L,Pre,1539737131112,Put sterile gel,Ultrasound Preparation,983,986,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1098,Prepare implements,start,R_33_1L,2018-10-17 00:17:00+11:00,R_33_1L,Pre,1539737190763,Prepare implements,Operator and Patient Preparation,1072,1079,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1099,Prepare implements,complete,R_33_1L,2018-10-17 00:17:00+11:00,R_33_1L,Pre,1539737190763,Prepare implements,Operator and Patient Preparation,1072,1079,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1100,Puncture,start,R_33_1L,2018-10-17 00:18:00+11:00,R_33_1L,Pre,1539737216580,Puncture,Venous puncture,1111,1261,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1101,Puncture,complete,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737216580,Puncture,Venous puncture,1111,1261,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1102,Blood return,start,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737317194,Blood return,Venous puncture,1262,1265,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1103,Blood return,complete,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737317194,Blood return,Venous puncture,1262,1265,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1104,Drop probe,start,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737321684,Drop probe,Install Guidewire,1269,1269,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1105,Drop probe,complete,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737321684,Drop probe,Install Guidewire,1269,1269,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1106,Remove syringe,start,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737325380,Remove syringe,Install Guidewire,1274,1274,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1107,Remove syringe,complete,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737325380,Remove syringe,Install Guidewire,1274,1274,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1108,Guidewire install,start,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737329104,Guidewire install,Install Guidewire,1280,1301,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1109,Guidewire install,complete,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737329104,Guidewire install,Install Guidewire,1280,1301,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1110,Blood return,start,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737344617,Blood return,Venous puncture,1303,1312,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1111,Blood return,complete,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737344617,Blood return,Venous puncture,1303,1312,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1112,Puncture,start,R_33_1L,2018-10-17 00:21:00+11:00,R_33_1L,Pre,1539737351948,Puncture,Venous puncture,1314,1354,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1113,Puncture,complete,R_33_1L,2018-10-17 00:22:00+11:00,R_33_1L,Pre,1539737351948,Puncture,Venous puncture,1314,1354,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1114,Blood return,start,R_33_1L,2018-10-17 00:22:00+11:00,R_33_1L,Pre,1539737379493,Blood return,Venous puncture,1356,1356,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1115,Blood return,complete,R_33_1L,2018-10-17 00:22:00+11:00,R_33_1L,Pre,1539737379493,Blood return,Venous puncture,1356,1356,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1116,Drop probe,start,R_33_1L,2018-10-17 00:22:00+11:00,R_33_1L,Pre,1539737381519,Drop probe,Install Guidewire,1359,1359,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1117,Drop probe,complete,R_33_1L,2018-10-17 00:22:00+11:00,R_33_1L,Pre,1539737381519,Drop probe,Install Guidewire,1359,1359,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1118,Remove syringe,start,R_33_1L,2018-10-17 00:22:00+11:00,R_33_1L,Pre,1539737383887,Remove syringe,Install Guidewire,1362,1362,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1119,Remove syringe,complete,R_33_1L,2018-10-17 00:22:00+11:00,R_33_1L,Pre,1539737383887,Remove syringe,Install Guidewire,1362,1362,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1120,Guidewire install,start,R_33_1L,2018-10-17 00:22:00+11:00,R_33_1L,Pre,1539737385327,Guidewire install,Install Guidewire,1364,1401,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1121,Guidewire install,complete,R_33_1L,2018-10-17 00:23:00+11:00,R_33_1L,Pre,1539737385327,Guidewire install,Install Guidewire,1364,1401,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1122,Check wire in short axis,start,R_33_1L,2018-10-17 00:23:00+11:00,R_33_1L,Pre,1539737412527,Check wire in short axis,Install Guidewire,1405,1405,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1123,Check wire in short axis,complete,R_33_1L,2018-10-17 00:23:00+11:00,R_33_1L,Pre,1539737412527,Check wire in short axis,Install Guidewire,1405,1405,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1124,Check wire in long axis,start,R_33_1L,2018-10-17 00:23:00+11:00,R_33_1L,Pre,1539737415410,Check wire in long axis,Install Guidewire,1409,1449,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1125,Check wire in long axis,complete,R_33_1L,2018-10-17 00:24:00+11:00,R_33_1L,Pre,1539737415410,Check wire in long axis,Install Guidewire,1409,1449,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1126,Remove trocar,start,R_33_1L,2018-10-17 00:24:00+11:00,R_33_1L,Pre,1539737484328,Remove trocar,Install Guidewire,1459,1464,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1127,Remove trocar,complete,R_33_1L,2018-10-17 00:24:00+11:00,R_33_1L,Pre,1539737484328,Remove trocar,Install Guidewire,1459,1464,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1128,Widen pathway,start,R_33_1L,2018-10-17 00:24:00+11:00,R_33_1L,Pre,1539737492316,Widen pathway,Install Catheter,1471,1492,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1129,Widen pathway,complete,R_33_1L,2018-10-17 00:24:00+11:00,R_33_1L,Pre,1539737492316,Widen pathway,Install Catheter,1471,1492,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1130,Advance catheter,start,R_33_1L,2018-10-17 00:24:00+11:00,R_33_1L,Pre,1539737508791,Advance catheter,Install Catheter,1496,1563,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1131,Advance catheter,complete,R_33_1L,2018-10-17 00:26:00+11:00,R_33_1L,Pre,1539737508791,Advance catheter,Install Catheter,1496,1563,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1132,Remove guidewire,start,R_33_1L,2018-10-17 00:26:00+11:00,R_33_1L,Pre,1539737584653,Remove guidewire,Install Catheter,1610,1627,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1133,Remove guidewire,complete,R_33_1L,2018-10-17 00:27:00+11:00,R_33_1L,Pre,1539737584653,Remove guidewire,Install Catheter,1610,1627,1539737717686-video_3.3_CVC,Variant 16,16,Fluxicon Disco
1134,Ultrasound configuration,start,R_45_2A,2018-10-17 01:01:00+11:00,R_45_2A,Pre,1539738087104,Ultrasound configuration,Ultrasound Preparation,105,162,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1135,Ultrasound configuration,complete,R_45_2A,2018-10-17 01:02:00+11:00,R_45_2A,Pre,1539738087104,Ultrasound configuration,Ultrasound Preparation,105,162,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1136,Anatomic identification,start,R_45_2A,2018-10-17 01:02:00+11:00,R_45_2A,Pre,1539738106443,Anatomic identification,Locate Structures,133,136,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1137,Anatomic identification,complete,R_45_2A,2018-10-17 01:02:00+11:00,R_45_2A,Pre,1539738106443,Anatomic identification,Locate Structures,133,136,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1138,Compression identification,start,R_45_2A,2018-10-17 01:02:00+11:00,R_45_2A,Pre,1539738111044,Compression identification,Locate Structures,141,144,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1139,Compression identification,complete,R_45_2A,2018-10-17 01:02:00+11:00,R_45_2A,Pre,1539738111044,Compression identification,Locate Structures,141,144,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1140,Get in sterile clothes,start,R_45_2A,2018-10-17 01:03:00+11:00,R_45_2A,Pre,1539738156126,Get in sterile clothes,Operator and Patient Preparation,208,223,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1141,Get in sterile clothes,complete,R_45_2A,2018-10-17 01:03:00+11:00,R_45_2A,Pre,1539738156126,Get in sterile clothes,Operator and Patient Preparation,208,223,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1142,Hand washing,start,R_45_2A,2018-10-17 01:03:00+11:00,R_45_2A,Pre,1539738167361,Hand washing,Operator and Patient Preparation,225,261,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1143,Hand washing,complete,R_45_2A,2018-10-17 01:04:00+11:00,R_45_2A,Pre,1539738167361,Hand washing,Operator and Patient Preparation,225,261,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1144,Get in sterile clothes,start,R_45_2A,2018-10-17 01:04:00+11:00,R_45_2A,Pre,1539738192210,Get in sterile clothes,Operator and Patient Preparation,262,397,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1145,Get in sterile clothes,complete,R_45_2A,2018-10-17 01:06:00+11:00,R_45_2A,Pre,1539738192210,Get in sterile clothes,Operator and Patient Preparation,262,397,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
1146,Prepare implements,start,R_45_2A,2018-10-17 01:06:00+11:00,R_45_2A,Pre,1539738272651,Prepare implements,Operator and Patient Preparation,409,437,1539739275781-video_4.5_CVC,Variant 17,17,Fluxicon Disco
